2019-10-26 16:18:24,b'the valley is on fire again smh'
2019-10-26 16:14:55,"b'RT @KHTSRadio: #TickFire UPDATE: The majority of evacuation orders are set to be lifted, with the exception of the entire stretch of Baker\xe2\x80\xa6'"
2019-10-26 16:11:15,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 16:06:52,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 16:02:54,b'RT @SCVSignal: Detectives with the Santa Clarita Valley Sheriff\xe2\x80\x99s Station are looking for an alleged gunman who shot at deputies inside fir\xe2\x80\xa6'
2019-10-26 16:00:04,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:57:15,"b'RT @SCVSignal: Driving up The Old Road on Friday, one could see pink tags tied around trees in front yards, fire retardant coating cars and\xe2\x80\xa6'"
2019-10-26 15:51:03,b'Was your property or home damaged by the #SaddleRidgeFire ? Please fill out a Damage Assessment Form\xe2\x80\xa6 https://t.co/AvMrYAVgEH'
2019-10-26 15:47:59,b'RT @SCVSignal: Detectives with the Santa Clarita Valley Sheriff\xe2\x80\x99s Station are looking for an alleged gunman who shot at deputies inside fir\xe2\x80\xa6'
2019-10-26 15:47:18,b'RT @SCVTV20: Tick Fire: Saturday\xc2\xa0Update https://t.co/3D9YSrerE6 https://t.co/EKqhqVlkT4'
2019-10-26 15:43:59,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
